3.8871,2.6914
4.469,6.2129
-2.8049,-1.2332
-0.55525,-0.026381
0.88897,1.2513
1.9763,-2.0654
-2.7417,-1.9614
-4.3602,-1.9976
5.4153,5.5348
0.41026,1.2389
-3.6454,-1.7674
1.9416,2.8327
-0.6433,-2.7079
-1.8474,0.67594
0.41235,-2.7495
1.0669,1.6314
2.5846,4.0446
4.9918,4.2794
2.2736,3.9039
-6.0516,-0.089498
-2.2476,-0.22865
-2.7551,1.7485
4.8906,5.6567
0.72254,3.1103
2.8958,4.5684
4.3121,1.6114
3.1925,-1.8373
-0.87576,-0.46158
-1.3706,0.58716
3.6778,-2.1602
-0.77973,2.3635
-0.8583,1.5666
2.9752,2.4547
4.9325,3.5467
0.40277,-1.8491
4.0422,5.9245
4.3089,4.3285
2.044,-1.5251
7.0593,2.7318
1.7165,2.8681
4.0713,4.9442
-0.29181,-4.1477
4.4996,4.8227
3.0262,3.821
1.5032,-1.1421
3.9205,3.3054
-2.4559,-0.40652
4.8693,3.4022
5.156,2.6262
0.5157,-0.89434
-4.4076,-2.0773
5.1364,3.0734
-0.60399,0.94177
1.2644,4.1673
4.7854,7.1279
3.0255,6.2047
1.0915,2.9797
-0.079607,1.881
-3.8023,-2.3014
-1.1248,1.5392
5.2196,4.8132
4.3441,5.1649
-0.94652,-1.1773
3.0558,3.1454
-1.7865,0.39857
3.5183,2.827
-4.3951,-2.9691
0.53419,1.8087
3.4387,-0.74691
1.0071,2.147
5.1776,4.7081
3.3531,2.9179
3.7683,1.9201
2.8535,-0.73087
-0.90365,1.188
2.2143,-0.64132
3.5545,3.8134
2.4989,4.2405
3.3946,-2.8353
0.046247,1.0096
4.4835,5.3548
5.3453,3.7176
1.9608,3.6191
2.3616,1.3773
2.054,2.7759
1.9611,1.0592
-2.6586,-0.48732
5.4641,6.3686
3.977,4.9936
3.6661,4.3416
-2.2241,-0.92421
-0.82852,2.3256
-1.2251,-1.5564
-1.5714,2.2771
0.25781,-0.17025
3.6907,3.0369
4.1576,6.364
6.0329,4.1145
-3.3351,-1.1268
2.9627,-0.45898
-1.5314,-1.8588
0.88829,-1.4531
4.9118,3.8805
5.3096,1.7344
3.7082,5.8721
0.45232,-0.88325
4.2034,2.8705
-2.1223,-3.0192
2.4997,5.0911
3.024,4.9548
0.21377,-1.47
-3.3169,-0.99077
2.9525,3.3171
1.4976,1.3972
4.388,4.4827
1.7078,-1.5171
3.6174,-2.7077
-1.1764,-2.1275
2.4776,-1.321
4.1556,-1.3628
2.499,2.7783
4.0481,4.5668
-3.9896,-2.0602
0.1235,-2.143
5.5383,2.0237
-2.1985,0.17879
-3.1036,-3.7838
-1.6949,-1.8689
-0.1633,1.3428
2.1045,3.5995
1.6964,3.2031
-0.89729,-0.31853
0.5262,-0.42628
-0.62573,-2.8789
3.7528,3.1996
2.8824,2.8656
3.0303,1.4013
-3.881,-3.7272
-2.7599,-1.6833
-3.5954,-4.0404
4.859,4.5252
3.6423,-1.5693
2.3154,4.4863
4.1651,4.3268
-2.559,1.0308
5.0876,1.6123
1.57,-1.593
4.8745,1.695
1.1876,-0.75604
-0.85022,-0.738
3.4561,6.0155
2.8022,3.4745
3.7205,3.826
-1.0304,-3.3287
3.4449,3.607
1.3589,1.5713
2.4761,2.8991
-1.7582,-0.85386
3.5594,3.126
5.3615,2.7076
-2.1128,-0.48427
0.021727,0.93838
1.5739,1.7982
-2.1068,0.2677
2.1262,-1.6645
-1.5934,-3.8279
3.0864,5.2032
-2.5549,-0.689
-0.4026,-0.22682
2.5069,4.3587
3.7395,-0.46155
3.8641,1.8663
-1.2422,1.9196
3.0042,3.1747
-1.3861,0.67019
-0.60255,-3.3001
4.3505,3.0327
-0.65604,3.0126
-0.22071,-1.547
-1.8718,2.4172
0.2763,1.1592
-1.8559,-3.685
1.7535,-0.10865
-1.9851,-3.9031
4.2775,-0.47949
-0.90521,-3.9088
4.3963,2.2169
-0.033457,2.2635
-1.3693,-3.3137
-0.56969,0.17421
-1.9543,-3.1007
-1.4639,-1.4651
-2.9232,-2.9323
0.086011,1.7557
4.6277,3.5112
2.279,-3.5747
5.3317,4.6225
-1.6669,-0.69753
1.8451,3.336
2.0094,1.3759
4.3303,5.909
1.2016,-1.0119
-2.8596,1.1646
-2.866,-0.68305
-0.66457,1.7093
-1.2015,3.4171
-1.4155,0.037216
-3.3092,-2.8514
0.20942,-2.564
3.1096,2.2178
4.5756,1.9411
5.1731,5.5986
3.3446,0.91391
-1.449,2.0334
3.4821,4.6744
4.902,5.9034
3.736,5.5953
2.1211,3.5069
3.628,3.8614
3.3093,-3.7076
3.881,3.8506
-2.3737,-1.14
2.7734,2.5387
1.3292,-2.8377
1.8589,-0.084935
3.4443,2.9035
-1.2682,1.681
1.0542,2.8389
2.1472,3.1208
3.8307,8.1528
-0.07263,-4.0292
-2.8557,-3.3141
-3.4655,0.49468
-3.8086,-1.8755
5.386,3.3647
-0.24376,2.0652
0.71042,-4.0968
0.51797,3.375
-0.52394,-0.16246
1.4843,2.125
4.1639,4.4974
-1.1559,-2.3062
2.4973,6.7335
-0.34425,-6.0174
0.51202,-3.2892
4.4035,1.263
-3.0637,1.43
3.6821,-1.2197
3.0493,6.6635
4.2661,6.167
1.6027,-2.3052
-0.68554,1.3983
0.50304,2.3092
-0.4533,3.0328
4.6244,5.6708
0.69816,1.9328
-1.6336,-4.5359
3.9163,5.1834
-3.2199,-3.0762
3.7103,-1.6092
-1.8463,1.1749
5.6878,2.9805
2.2849,1.8962
3.158,1.3152
-1.3307,-1.9262
3.5491,3.0849
-0.97468,0.42469
2.8766,-0.67733
3.767,5.6216
4.6844,6.2501
3.1802,4.0826
2.944,-2.0044
0.47034,1.6687
4.5714,2.7922
1.1238,1.7136
3.1041,3.885
-4.4445,-0.99445
2.0209,-2.4356
-2.5393,0.36079
3.6851,4.6439
4.353,3.5238
-0.94671,-1.1727
-2.5209,0.6773
3.556,-1.4526
4.7912,-3.1669
3.3595,3.2624
5.254,2.3301
0.604,3.7043
0.2982,-3.2486
4.8563,6.2718
-4.0116,-2.8718
3.5889,4.4727
4.3057,0.39
1.7691,1.8738
3.038,0.51604
6.3083,2.5791
3.6323,3.0997
2.2465,2.5106
3.1096,2.0213
0.19515,2.0522
0.90859,1.91
1.3769,2.6419
4.4865,6.1735
0.20468,-1.1332
4.56,4.4939
-3.4742,-1.3376
5.9873,5.2025
-0.77939,2.4056
-0.89148,-3.7084
5.0332,3.781
4.9112,3.5832
1.9696,4.7353
0.72334,1.4
1.707,-0.4451
-1.377,2.7368
-1.4009,1.1302
0.53293,-1.6315
5.375,3.5135
2.8094,-0.62457
